time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-12-13T17:48:00.277Z,-22.7926,-179.3801,563.8,4.6,mb,,128,5.57,0.83,us,us6000gbye,2022-02-24T21:00:35.040Z,"south of the Fiji Islands",earthquake,13.8,8.8,0.111,24,reviewed,us,us
2021-12-13T18:05:42.222Z,-20.6798,-177.919,521.73,4.5,mb,,123,4.796,0.77,us,us6000gbz1,2022-02-24T21:00:35.040Z,"286 km W of Haveluloto, Tonga",earthquake,12.7,6.8,0.081,44,reviewed,us,us
2021-12-14T01:51:59.610Z,-13.8049,166.949,112.77,4.6,mb,,152,1.651,0.55,us,us6000gd41,2022-02-24T21:02:10.040Z,"65 km W of Sola, Vanuatu",earthquake,12.7,6,0.133,17,reviewed,us,us
2021-12-14T07:50:45.280Z,-38.1126,179.0388,10,4.2,mb,,196,0.798,0.91,us,us6000gd4s,2022-02-24T21:02:15.040Z,"108 km NE of Gisborne, New Zealand",earthquake,4.2,1.9,0.216,7,reviewed,us,us
2021-12-14T12:45:36.431Z,-30.3527,-177.457,10,5.2,mb,,67,1.159,0.7,us,us6000gc5d,2022-02-24T21:00:47.040Z,"Kermadec Islands, New Zealand",earthquake,8.6,1.8,0.08,52,reviewed,us,us
2021-12-14T13:17:33.268Z,-30.4536,-177.6863,10,4.7,mb,,131,1.204,1.02,us,us6000gd4z,2022-02-24T21:02:16.040Z,"Kermadec Islands, New Zealand",earthquake,8.5,1.9,0.175,13,reviewed,us,us
2021-12-14T14:12:18.526Z,-17.9878,179.169,543.76,4.3,mb,,138,1.09,0.19,us,us6000gd51,2022-02-24T21:02:16.040Z,"17 km WNW of Levuka, Fiji",earthquake,17.3,7.7,0.148,16,reviewed,us,us
2021-12-14T14:39:26.659Z,-24.8067,179.9617,498.23,4.4,mb,,74,4.822,0.67,us,us6000gd55,2022-02-24T21:02:17.040Z,"south of the Fiji Islands",earthquake,11.4,8.9,0.101,31,reviewed,us,us
2021-12-14T16:53:40.166Z,-34.833,179.1554,157.62,4.4,mb,,184,2.808,1.2,us,us6000gd5j,2022-02-24T21:02:21.040Z,"south of the Kermadec Islands",earthquake,11.4,8.6,0.149,13,reviewed,us,us
2021-12-14T19:42:08.699Z,-14.6642,167.9328,10,4.4,mb,,141,1.05,0.75,us,us6000gd5d,2022-02-24T21:02:19.040Z,"96 km SSE of Sola, Vanuatu",earthquake,5,1.9,0.179,11,reviewed,us,us
2021-12-15T03:02:49.374Z,-30.4336,-177.6992,10,4.7,mb,,130,1.183,0.75,us,us6000gcbp,2022-02-24T21:01:00.040Z,"Kermadec Islands, New Zealand",earthquake,10.5,1.9,0.13,20,reviewed,us,us
2021-12-15T07:14:13.618Z,-25.8869,-179.9848,472.83,5,mb,,48,3.828,1.12,us,us6000gcch,2022-02-24T21:01:03.040Z,"south of the Fiji Islands",earthquake,9.7,5.5,0.034,271,reviewed,us,us
2021-12-15T23:38:19.765Z,-23.0568,172.099,10,4.4,mb,,128,4.314,0.78,us,us6000gdvh,2022-02-24T21:02:29.040Z,"southeast of the Loyalty Islands",earthquake,10.6,2,0.17,10,reviewed,us,us
2021-12-16T08:02:37.731Z,-31.0302,-179.6747,355.41,4.7,mb,,77,2.326,0.61,us,us6000gcpw,2022-02-24T21:01:37.040Z,"Kermadec Islands region",earthquake,12.3,5.3,0.059,88,reviewed,us,us
2021-12-16T15:23:24.758Z,-21.9506,-178.9053,549.78,4.4,mb,,118,5.069,0.94,us,us6000gcu1,2022-02-24T21:01:55.040Z,"Fiji region",earthquake,5.1,7.5,0.072,60,reviewed,us,us
2021-12-16T16:19:07.118Z,-18.117,-178.0624,519.05,4.3,mb,,50,7.345,1.36,us,us6000gctm,2022-02-24T21:01:55.040Z,"277 km E of Levuka, Fiji",earthquake,11.4,6.8,0.066,72,reviewed,us,us
2021-12-16T17:10:29.850Z,-20.4613,-177.3895,486.19,4.4,mb,,123,5.086,1.23,us,us6000ge7b,2022-02-24T21:02:34.040Z,"239 km WNW of Haveluloto, Tonga",earthquake,14.5,7.8,0.169,10,reviewed,us,us
2021-12-16T23:29:21.528Z,-28.4573,-176.7743,10,4.9,mb,,72,1.285,0.44,us,us6000gczh,2022-02-24T21:02:08.040Z,"Kermadec Islands region",earthquake,9,1.8,0.101,31,reviewed,us,us
2021-12-17T06:49:09.204Z,-21.4616,-176.4647,212.21,4.4,mb,,171,6.353,0.44,us,us6000gehu,2022-03-01T16:37:01.040Z,"134 km WSW of Haveluloto, Tonga",earthquake,11.7,10.6,0.161,13,reviewed,us,us
2021-12-17T07:34:57.811Z,-16.2722,-174.9361,284.45,4.6,mb,,127,3.847,0.5,us,us6000gd1k,2024-01-17T22:24:56.338Z,"126 km WSW of Hihifo, Tonga",earthquake,14.2,9.8,0.122,20,reviewed,us,us
2021-12-17T08:58:54.488Z,-24.8624,-179.4637,480.93,4,mb,,128,4.593,0.78,us,us6000gei1,2022-03-01T16:37:04.040Z,"south of the Fiji Islands",earthquake,14.2,11.9,0.138,14,reviewed,us,us
2021-12-17T19:48:11.373Z,-28.7602,-178.1197,177.76,4.6,mb,,55,0.529,1.09,us,us6000gd8c,2022-03-01T16:37:13.040Z,"Kermadec Islands region",earthquake,10.9,4.8,0.081,51,reviewed,us,us
2021-12-17T20:02:30.019Z,-17.9852,-178.5023,575.13,5.7,mww,,38,3.289,1.08,us,us6000gd7w,2022-03-01T16:37:13.040Z,"231 km E of Levuka, Fiji",earthquake,9.4,3.6,0.071,19,reviewed,us,us
2021-12-17T20:46:52.585Z,-26.1026,-178.5476,364.42,4.2,mb,,107,3.196,0.86,us,us6000geic,2022-03-01T16:37:14.040Z,"south of the Fiji Islands",earthquake,13.9,8,0.132,16,reviewed,us,us
2021-12-18T01:12:29.396Z,-21.8009,-174.5284,10,5.1,mb,,76,8.035,1.34,us,us6000gdah,2022-03-01T16:37:19.040Z,"67 km SE of ‘Ohonua, Tonga",earthquake,10.7,1.8,0.039,217,reviewed,us,us
2021-12-18T01:26:38.328Z,-23.5883,-179.5985,524.77,4.2,mb,,122,6.215,0.82,us,us6000gejm,2022-03-01T16:37:19.040Z,"south of the Fiji Islands",earthquake,13.8,8.1,0.147,15,reviewed,us,us
2021-12-18T10:18:58.862Z,-20.7193,-177.9498,505.05,4,mb,,233,4.797,0.2,us,us6000gejv,2022-03-01T16:37:27.040Z,"288 km W of Haveluloto, Tonga",earthquake,13.6,13.4,0.119,21,reviewed,us,us
2021-12-18T11:33:41.991Z,-18.0952,168.2019,53.14,4.1,mb,,104,2.801,0.46,us,us6000gejx,2022-03-01T16:37:28.040Z,"41 km SSW of Port-Vila, Vanuatu",earthquake,6.5,8.4,0.14,16,reviewed,us,us
2021-12-18T12:06:13.287Z,-28.0439,-177.3806,61.03,4.3,mb,,218,1.303,0.3,us,us6000gek7,2022-03-01T16:37:29.040Z,"Kermadec Islands region",earthquake,12.3,13,0.143,14,reviewed,us,us
2021-12-18T13:53:35.813Z,-12.5251,166.6644,94.24,4.6,mb,,65,2.951,1.17,us,us6000gek4,2022-03-01T16:37:32.040Z,"177 km NNW of Sola, Vanuatu",earthquake,11,8.3,0.122,20,reviewed,us,us
2021-12-18T16:49:46.085Z,-20.5226,-175.2379,77.93,4.7,mb,,70,7.359,1.06,us,us6000gdf2,2022-03-01T16:37:34.040Z,"68 km N of Nuku‘alofa, Tonga",earthquake,7.7,6.2,0.053,107,reviewed,us,us
2021-12-18T18:36:07.970Z,-21.1329,-176.0336,181.91,4.9,mb,,161,6.518,1.26,us,us6000gek8,2022-03-01T16:37:36.040Z,"85 km W of Haveluloto, Tonga",earthquake,11.6,7.7,0.099,34,reviewed,us,us
2021-12-18T20:10:54.766Z,-21.2891,-173.5019,10,4.8,mb,,111,7.52,0.39,us,us6000gekh,2022-03-01T16:37:40.040Z,"150 km E of ‘Ohonua, Tonga",earthquake,7.2,1.9,0.211,7,reviewed,us,us
2021-12-18T20:14:16.131Z,-21.4364,170.133,10,5.1,mww,,97,2.754,0.62,us,us6000gdgp,2022-03-01T16:37:40.040Z,"227 km SSE of Isangel, Vanuatu",earthquake,4.2,1.8,0.069,20,reviewed,us,us
2021-12-19T04:09:24.478Z,-16.5899,-173.187,10,4.6,mb,,70,2.99,1.17,us,us6000gel6,2022-03-01T16:37:45.040Z,"95 km SE of Hihifo, Tonga",earthquake,8.1,1.8,0.141,17,reviewed,us,us
2021-12-19T12:40:03.357Z,-19.185,169.6933,35.95,4.9,mb,,57,4.005,0.73,us,us6000gdle,2022-03-01T16:37:55.040Z,"58 km NE of Isangel, Vanuatu",earthquake,7.9,7.1,0.082,47,reviewed,us,us
2021-12-19T16:11:47.849Z,-11.4901,162.7061,5.03,4.6,mb,,105,3.393,0.67,us,us6000geln,2022-03-01T16:37:58.040Z,"Solomon Islands",earthquake,9.7,4.7,0.113,26,reviewed,us,us
2021-12-19T16:28:22.616Z,-16.3139,178.5777,10,6.2,mww,,45,1.509,0.64,us,us6000gdma,2022-03-01T16:37:59.040Z,"85 km W of Labasa, Fiji",earthquake,7.6,1.8,0.041,57,reviewed,us,us
2021-12-19T21:16:59.335Z,-17.0764,179.5141,10,4.5,mb,,90,1.545,0.52,us,us6000gely,2022-03-01T16:38:02.040Z,"72 km SSE of Labasa, Fiji",earthquake,6.7,1.9,0.191,11,reviewed,us,us
2021-12-20T03:16:08.790Z,-30.9541,-178.3235,76.68,4.6,mb,,168,1.722,0.99,us,us7000g8wl,2022-03-01T16:38:06.040Z,"Kermadec Islands, New Zealand",earthquake,10.2,10.2,0.193,8,reviewed,us,us
2021-12-20T05:58:43.987Z,-14.5095,167.5038,149.67,4.2,mb,,153,0.976,0.49,us,us7000g8wq,2022-03-01T16:38:09.040Z,"70 km S of Sola, Vanuatu",earthquake,13.4,6.4,0.141,15,reviewed,us,us
2021-12-20T06:17:26.515Z,-17.6053,-178.8201,605.83,4,mb,,114,2.984,0.5,us,us7000g8ws,2022-03-01T16:38:10.040Z,"204 km ENE of Levuka, Fiji",earthquake,9.3,8.9,0.196,7,reviewed,us,us
2021-12-20T11:11:05.830Z,-16.3094,-175.4432,299.25,4.5,mb,,42,4.265,0.48,us,us6000gdt2,2022-03-01T16:38:15.040Z,"180 km WSW of Hihifo, Tonga",earthquake,10.6,7.8,0.048,130,reviewed,us,us
2021-12-20T16:00:27.405Z,-10.9525,163.538,10,4.7,mb,,94,3.841,0.63,us,us7000g8x7,2022-03-01T16:38:17.040Z,"185 km ESE of Kirakira, Solomon Islands",earthquake,8.7,1.8,0.152,15,reviewed,us,us
2021-12-21T01:34:30.668Z,-15.8861,167.8991,158.16,5,mb,,99,0.8,0.57,us,us6000ge1l,2022-03-01T16:38:40.040Z,"56 km ENE of Lakatoro, Vanuatu",earthquake,9.5,4.6,0.08,50,reviewed,us,us
2021-12-21T07:18:44.383Z,-30.1418,-177.3798,10,4.6,mb,,138,0.994,1,us,us7000g8z4,2022-03-01T16:38:49.040Z,"Kermadec Islands, New Zealand",earthquake,6.2,1.8,0.122,20,reviewed,us,us
2021-12-21T14:01:49.825Z,-15.1405,-174.2227,10,4.5,mb,,92,2.661,0.37,us,us7000g8zb,2022-03-01T16:38:53.040Z,"101 km NNW of Hihifo, Tonga",earthquake,14.1,1.9,0.27,5,reviewed,us,us
2021-12-22T06:35:50.447Z,-29.8263,-177.6254,33.24,4.4,mb,,138,0.618,1.06,us,us7000g98e,2022-03-01T16:39:17.040Z,"Kermadec Islands, New Zealand",earthquake,6.9,5.7,0.162,11,reviewed,us,us
2021-12-22T11:43:31.251Z,-18.1249,-174.0282,10,4.5,mb,,71,4.715,0.33,us,us7000g98l,2022-03-01T16:39:22.040Z,"58 km N of Neiafu, Tonga",earthquake,11.3,1.9,0.191,8,reviewed,us,us
2021-12-22T12:08:39.316Z,-29.3764,-176.4235,10,4.4,mb,,170,1.312,0.85,us,us7000g98f,2022-03-01T16:39:23.040Z,"Kermadec Islands region",earthquake,12.8,2,0.19,9,reviewed,us,us
2021-12-22T13:41:16.145Z,-33.7887,-178.0551,10,4.2,mb,,179,4.514,0.5,us,us7000g98i,2022-03-01T16:39:25.040Z,"south of the Kermadec Islands",earthquake,9.8,2,0.175,9,reviewed,us,us
2021-12-22T17:41:18.264Z,-23.2347,-177.0496,168.91,4.5,mb,,75,7.133,0.82,us,us6000gemf,2022-03-01T16:39:27.040Z,"297 km SW of Vaini, Tonga",earthquake,12.3,6.1,0.072,56,reviewed,us,us
2021-12-22T21:22:38.906Z,-23.5854,-175.6946,35,4.6,mb,,187,5.995,0.44,us,us7000g98v,2022-03-01T16:39:30.040Z,"260 km SSW of ‘Ohonua, Tonga",earthquake,6.8,2,0.158,12,reviewed,us,us
2021-12-23T00:00:14.216Z,-29.7629,-176.9347,9.26,4.2,mb,,191,0.993,0.73,us,us7000g999,2024-01-17T22:25:14.802Z,"Kermadec Islands region",earthquake,12.4,7.7,0.167,10,reviewed,us,us
2021-12-23T00:47:03.129Z,-14.9837,167.382,116.48,4.7,mb,,56,0.492,0.64,us,us6000geq2,2022-03-01T16:39:34.040Z,"33 km E of Port-Olry, Vanuatu",earthquake,10.9,5,0.083,44,reviewed,us,us
2021-12-23T02:55:51.833Z,-10.3928,166.1567,131.16,4.5,mb,,136,5.126,0.76,us,us7000g99x,2022-03-01T16:39:38.040Z,"53 km NE of Lata, Solomon Islands",earthquake,13.1,10.4,0.192,8,reviewed,us,us
2021-12-23T15:53:05.233Z,-19.3214,-177.4137,541.18,4.3,mb,,134,7.621,0.82,us,us7000g99l,2022-03-01T16:39:54.040Z,"Fiji region",earthquake,13.6,8.2,0.092,36,reviewed,us,us
2021-12-24T04:53:18.703Z,-23.7002,-175.3162,10,4.4,mb,,138,6.01,0.92,us,us7000g9jl,2022-03-05T23:11:01.040Z,"264 km S of ‘Ohonua, Tonga",earthquake,7.6,1.9,0.19,10,reviewed,us,us
2021-12-24T14:21:19.818Z,-17.8117,-178.4819,579.45,4.4,mb,,102,3.302,0.54,us,us6000gf24,2022-03-05T23:10:37.040Z,"234 km E of Levuka, Fiji",earthquake,9,8.6,0.073,54,reviewed,us,us
2021-12-24T15:28:37.923Z,-18.7252,-177.6608,443.33,4.5,mb,,54,7.4,1.03,us,us6000gf2a,2022-03-05T23:10:37.040Z,"Fiji region",earthquake,11.8,8.4,0.074,53,reviewed,us,us
2021-12-24T16:57:42.473Z,-37.7768,179.0817,10,4.4,mb,,81,0.651,1.03,us,us6000gf2i,2022-03-05T23:10:37.040Z,"135 km NE of Gisborne, New Zealand",earthquake,7,1.9,0.127,18,reviewed,us,us
2021-12-24T19:27:09.681Z,-18.0157,-177.894,579.14,4.2,mb,,124,3.869,0.52,us,us7000g9ju,2022-03-05T23:11:01.040Z,"295 km E of Levuka, Fiji",earthquake,10.2,7.3,0.081,47,reviewed,us,us
2021-12-25T00:50:12.087Z,-19.8374,-177.7118,434.3,4.9,mb,,69,4.519,0.88,us,us6000gf4u,2022-03-05T23:10:38.040Z,"298 km WNW of Haveluloto, Tonga",earthquake,10.7,5.7,0.037,227,reviewed,us,us
2021-12-25T02:52:04.110Z,-32.4395,-179.9855,228.92,4.4,mb,,104,3.631,0.93,us,us6000gf59,2022-03-05T23:10:38.040Z,"south of the Kermadec Islands",earthquake,12.4,7.2,0.139,19,reviewed,us,us
2021-12-25T03:00:15.023Z,-11.3951,163.4157,10,4.5,mb,,117,3.926,0.69,us,us7000g9kq,2022-03-05T23:11:01.040Z,"193 km ESE of Kirakira, Solomon Islands",earthquake,9.2,1.9,0.191,11,reviewed,us,us
2021-12-25T10:03:23.721Z,-18.0239,-179.2981,608.57,4.5,mb,,72,8.304,0.91,us,us6000gf77,2022-03-05T23:10:39.040Z,"146 km E of Levuka, Fiji",earthquake,12.2,6.6,0.039,195,reviewed,us,us
2021-12-25T11:17:53.100Z,-30.4642,-177.5902,10,4.4,mb,,186,1.232,0.58,us,us7000g9l2,2022-03-05T23:11:02.040Z,"Kermadec Islands, New Zealand",earthquake,6.9,1.9,0.162,13,reviewed,us,us
2021-12-25T12:19:57.292Z,-18.9362,169.2459,226.04,5,mww,,75,3.981,0.65,us,us6000gf7p,2022-03-05T23:10:39.040Z,"67 km N of Isangel, Vanuatu",earthquake,8.4,6.7,0.083,14,reviewed,us,us
2021-12-25T12:39:13.730Z,-17.0419,-173.49,42.98,5.6,mww,,27,3.523,0.55,us,us6000gf7u,2022-03-05T23:10:39.040Z,"124 km SSE of Hihifo, Tonga",earthquake,8.9,1.8,0.098,10,reviewed,us,us
2021-12-25T12:39:22.901Z,-17.4835,-177.4529,407.68,5.2,mb,,75,4.294,0.66,us,us6000gf7t,2022-03-05T23:10:39.040Z,"Fiji region",earthquake,8.7,7.3,0.034,294,reviewed,us,us
2021-12-25T13:42:41.867Z,-24.3914,-179.9439,516.35,4.6,mb,,39,5.176,1.08,us,us6000gf8b,2022-03-05T23:10:39.040Z,"south of the Fiji Islands",earthquake,11.2,6.7,0.058,89,reviewed,us,us
2021-12-25T17:34:12.026Z,-18.0236,-177.5527,412.94,4,mb,,131,4.193,0.55,us,us7000g9la,2022-03-05T23:11:02.040Z,"Fiji region",earthquake,15.8,13.1,0.15,14,reviewed,us,us
2021-12-25T18:55:01.493Z,-32.8769,-179.7161,150.65,4.4,mb,,110,3.918,1.11,us,us7000g9lc,2022-03-05T23:11:02.040Z,"south of the Kermadec Islands",earthquake,8.7,7.7,0.127,18,reviewed,us,us
2021-12-25T21:00:19.665Z,-23.2175,-175.2591,10,4.9,mb,,130,6.476,0.69,us,us7000g9lf,2022-03-05T23:11:02.040Z,"211 km S of ‘Ohonua, Tonga",earthquake,15,1.7,0.125,20,reviewed,us,us
2021-12-25T22:42:26.804Z,-23.6818,-179.573,533.03,4.3,mb,,127,5.751,0.86,us,us7000g9lj,2024-01-17T22:25:21.725Z,"south of the Fiji Islands",earthquake,14.3,9.4,0.138,15,reviewed,us,us
2021-12-26T03:49:14.657Z,-18.8389,-175.3036,192.06,4.3,mb,,145,5.954,0.85,us,us7000g9ln,2022-03-05T23:11:03.040Z,"140 km W of Neiafu, Tonga",earthquake,18,11,0.153,13,reviewed,us,us
2021-12-26T05:33:08.460Z,-9.8276,161.0599,10,4,mb,,150,1.163,0.47,us,us7000g9lq,2022-03-05T23:11:03.040Z,"117 km NW of Kirakira, Solomon Islands",earthquake,5.9,1.9,0.144,19,reviewed,us,us
2021-12-26T05:37:07.817Z,-22.9221,172.1021,10,4.9,mb,,109,4.307,0.6,us,us6000gfcm,2022-03-05T23:10:41.040Z,"southeast of the Loyalty Islands",earthquake,8.6,1.9,0.11,28,reviewed,us,us
2021-12-26T10:39:26.505Z,-9.6945,161.0221,10,4.7,mb,,111,1.089,0.41,us,us6000gfe8,2022-03-05T23:10:41.040Z,"108 km SSE of Auki, Solomon Islands",earthquake,6.6,1.8,0.069,64,reviewed,us,us
2021-12-26T10:49:03.441Z,-9.6052,161.077,10,4.7,mb,,47,1.126,0.46,us,us7000g9lv,2022-03-05T23:11:03.040Z,"101 km SSE of Auki, Solomon Islands",earthquake,8.4,1.9,0.086,41,reviewed,us,us
2021-12-26T14:50:39.686Z,-20.0945,-178.7445,641.66,4.2,mb,,137,3.827,0.55,us,us7000g9m0,2022-03-05T23:11:03.040Z,"Fiji region",earthquake,19.5,11.9,0.152,12,reviewed,us,us
2021-12-26T15:42:57.107Z,-18.1104,-179.352,639.16,6.1,mww,,33,2.497,0.87,us,us6000gfgd,2022-03-05T23:10:42.040Z,"141 km E of Levuka, Fiji",earthquake,8.7,2.7,0.046,45,reviewed,us,us
2021-12-26T15:54:47.088Z,-17.6613,-179.1546,653.87,4.3,mb,,153,2.663,0.25,us,us7000g9m4,2022-03-05T23:11:03.040Z,"168 km ENE of Levuka, Fiji",earthquake,19.7,13.3,0.126,20,reviewed,us,us
2021-12-26T16:14:48.307Z,-19.8588,-173.967,35,4.6,mb,,129,6.275,1.24,us,us7000g9m6,2022-03-05T23:11:03.040Z,"40 km E of Pangai, Tonga",earthquake,10.6,2,0.117,22,reviewed,us,us
2021-12-26T18:44:41.465Z,-17.7955,-178.4796,555.15,4.5,mb,,56,7.513,0.76,us,us6000gfhp,2022-03-05T23:10:42.040Z,"235 km E of Levuka, Fiji",earthquake,11.9,9.2,0.087,39,reviewed,us,us
2021-12-26T21:02:04.154Z,-18.31,-179.0439,574.29,4.4,mb,,105,2.819,0.69,us,us7000g9mg,2022-03-05T23:11:04.040Z,"175 km E of Levuka, Fiji",earthquake,15.5,8.4,0.143,14,reviewed,us,us
2021-12-26T21:39:58.927Z,-31.4595,-177.8983,10,4.3,mb,,220,26.121,0.93,us,us7000g9mk,2022-03-05T23:11:04.040Z,"Kermadec Islands region",earthquake,14.1,2,0.217,6,reviewed,us,us
2021-12-26T23:45:20.017Z,-21.7826,-179.3898,584.97,4.9,mb,,27,4.683,0.62,us,us6000gfix,2022-03-05T23:10:43.040Z,"Fiji region",earthquake,7.5,5.8,0.034,279,reviewed,us,us
2021-12-27T03:47:16.117Z,-30.3909,-177.1597,10,4.6,mb,,123,1.304,0.55,us,us7000g9wq,2022-03-05T23:11:04.040Z,"Kermadec Islands, New Zealand",earthquake,9.7,1.9,0.207,10,reviewed,us,us
2021-12-27T10:14:43.566Z,-39.0408,174.0261,10,3,ml,,188,0.835,0.48,us,us6000gfl5,2022-08-06T16:23:02.013Z,"5 km WNW of New Plymouth, New Zealand",earthquake,5,2,0.083,19,reviewed,us,us
2021-12-27T11:34:08.254Z,-21.4466,-173.8105,11.37,5.5,mww,,40,7.741,0.35,us,us6000gfli,2022-03-05T23:10:45.040Z,"118 km E of ‘Ohonua, Tonga",earthquake,6.6,4.2,0.063,24,reviewed,us,us
2021-12-27T19:44:55.053Z,-22.5398,170.0451,10,4.7,mb,,116,2.402,1.14,us,us6000gfnx,2022-03-05T23:10:46.040Z,"249 km ESE of Tadine, New Caledonia",earthquake,7.7,1.9,0.102,32,reviewed,us,us
2021-12-27T21:29:14.620Z,-22.687,169.9268,10,4.2,mb,,174,2.292,0.67,us,us7000g9xc,2022-03-05T23:11:05.040Z,"245 km ESE of Tadine, New Caledonia",earthquake,7.4,2,0.264,5,reviewed,us,us
2021-12-28T02:45:13.670Z,-17.5673,179.69,642.4,4.5,mb,,137,1.571,0.83,us,us7000g9yb,2022-03-05T23:11:05.040Z,"67 km NE of Levuka, Fiji",earthquake,10.7,13.1,0.151,13,reviewed,us,us
2021-12-28T13:41:58.495Z,-17.1231,-175.83,10,4.5,mb,,121,5.043,0.64,us,us7000g9yk,2022-03-05T23:11:06.040Z,"252 km WSW of Hihifo, Tonga",earthquake,7.2,1.9,0.191,10,reviewed,us,us
2021-12-28T14:08:43.110Z,-18.5794,-173.612,28.98,4.8,mb,,124,4.965,0.72,us,us7000g9yg,2022-03-05T23:11:05.040Z,"40 km ENE of Neiafu, Tonga",earthquake,12,6.5,0.154,18,reviewed,us,us
2021-12-28T15:31:48.529Z,-12.3875,167.1585,215.89,4.4,mb,,107,3.041,0.49,us,us6000gfvm,2022-03-05T23:10:48.040Z,"170 km NNW of Sola, Vanuatu",earthquake,10.7,5.8,0.102,30,reviewed,us,us
2021-12-28T17:34:34.109Z,-18.1003,-178.3317,579.88,4.6,mb,,53,3.46,0.92,us,us6000gfwa,2022-03-05T23:10:49.040Z,"248 km E of Levuka, Fiji",earthquake,9.6,5.8,0.03,331,reviewed,us,us
2021-12-28T19:53:17.286Z,-13.2352,167.8596,10,5.1,mb,,55,2.289,0.68,us,us6000gfwv,2022-03-05T23:10:49.040Z,"78 km NNE of Sola, Vanuatu",earthquake,8.4,1.8,0.053,115,reviewed,us,us
2021-12-29T00:08:01.044Z,-28.2237,-177.56,18.22,4.8,mb,,185,1.081,0.71,us,us7000gajy,2022-03-05T23:11:07.040Z,"Kermadec Islands region",earthquake,6.3,6.1,0.226,11,reviewed,us,us
2021-12-29T11:52:22.367Z,-18.1116,-174.7078,164.85,4.3,mb,,143,5.037,0.82,us,us7000gakl,2022-03-05T23:11:09.040Z,"96 km NW of Neiafu, Tonga",earthquake,8.6,9.3,0.153,15,reviewed,us,us
2021-12-29T12:12:55.768Z,-22.4112,170.2688,10,4.3,mb,,204,2.617,0.76,us,us7000gakm,2022-03-05T23:11:09.040Z,"264 km ESE of Tadine, New Caledonia",earthquake,10.8,1.8,0.169,10,reviewed,us,us
2021-12-29T12:29:07.402Z,-19.3741,167.8158,10,4.1,mb,,184,2.975,0.94,us,us7000gakn,2022-03-05T23:11:09.040Z,"155 km W of Isangel, Vanuatu",earthquake,7.2,2,0.214,6,reviewed,us,us
2021-12-29T13:29:39.840Z,-17.5881,-178.7989,544.24,4.5,mb,,110,3.005,0.62,us,us6000gg4d,2022-03-05T23:10:52.040Z,"206 km ENE of Levuka, Fiji",earthquake,11.4,6.4,0.093,34,reviewed,us,us
2021-12-29T17:34:52.609Z,-20.0191,-177.2662,357.49,4.4,mb,,138,4.975,1.03,us,us7000gal7,2022-03-05T23:11:09.040Z,"248 km WNW of Haveluloto, Tonga",earthquake,10.5,9.7,0.17,10,reviewed,us,us
2021-12-29T20:47:22.170Z,-29.9915,-179.0535,326.25,4.3,mb,,119,1.225,0.81,us,us7000g7sp,2022-03-05T23:10:54.040Z,"Kermadec Islands region",earthquake,15.5,5,0.177,10,reviewed,us,us
2021-12-29T21:49:26.441Z,-13.1198,167.0896,194.35,4.4,mb,,132,2.316,0.55,us,us7000g7td,2022-03-05T23:10:54.040Z,"Vanuatu",earthquake,12.9,7,0.086,39,reviewed,us,us
2021-12-30T00:19:54.707Z,-21.6778,-179.3371,586.42,5.1,mb,,31,4.62,0.7,us,us7000g7un,2022-03-05T23:10:54.040Z,"Fiji region",earthquake,8,5.1,0.047,149,reviewed,us,us
2021-12-30T10:14:48.517Z,-16.2296,-175.9479,357.63,4.5,mb,,112,4.638,0.9,us,us7000g7xu,2022-03-05T23:10:55.040Z,"232 km W of Hihifo, Tonga",earthquake,9.9,6.1,0.043,162,reviewed,us,us
2021-12-30T10:20:37.091Z,-9.2556,161.2634,10,4.6,mb,,110,1.311,1.18,us,us7000gax0,2022-03-05T23:11:11.040Z,"82 km SE of Auki, Solomon Islands",earthquake,9,1.9,0.146,14,reviewed,us,us
2021-12-30T13:34:34.752Z,-30.3603,-177.8085,10,4.6,mb,,48,1.098,0.69,us,us7000gax5,2022-03-05T23:11:11.040Z,"Kermadec Islands, New Zealand",earthquake,3.7,1.9,0.11,25,reviewed,us,us
2021-12-30T15:49:37.773Z,-30.0042,-176.5154,10,4.3,mb,,186,1.429,0.82,us,us7000gax8,2022-03-05T23:11:11.040Z,"Kermadec Islands region",earthquake,7.6,1.8,0.202,11,reviewed,us,us
2021-12-30T19:19:29.687Z,-28.7732,-176.3468,10,5.1,mb,,40,1.461,1.06,us,us7000g81c,2022-03-05T23:10:57.040Z,"Kermadec Islands region",earthquake,5.4,1.8,0.064,79,reviewed,us,us
2021-12-30T19:29:09.126Z,-29.0443,-176.0762,10,4.7,mb,,171,1.627,1.27,us,us7000gaxn,2022-03-05T23:11:12.040Z,"Kermadec Islands region",earthquake,10.3,1.8,0.159,15,reviewed,us,us
2021-12-30T21:17:58.086Z,-28.861,-176.5289,10,4.9,mb,,132,1.282,1.39,us,us7000gaxj,2022-03-05T23:11:12.040Z,"Kermadec Islands region",earthquake,14.2,1.9,0.169,11,reviewed,us,us
2021-12-31T00:01:58.500Z,-31.8347,-177.917,10,4.5,mb,,220,7.594,0.76,us,us7000gayu,2022-03-05T23:11:12.040Z,"Kermadec Islands region",earthquake,12.6,2,0.242,5,reviewed,us,us
