time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-12-31T00:50:31.294Z,-22.6042,170.0671,10,5,mb,,102,2.421,0.36,us,us7000g83j,2022-03-05T23:10:58.040Z,"254 km ESE of Tadine, New Caledonia",earthquake,4.9,1.9,0.126,20,reviewed,us,us
2021-12-31T00:50:46.765Z,-22.4737,170.1563,10,5,mb,,32,2.509,0.74,us,us7000g857,2022-03-05T23:10:59.040Z,"256 km ESE of Tadine, New Caledonia",earthquake,7.2,1.8,0.07,66,reviewed,us,us
2021-12-31T06:37:14.423Z,-37.3821,177.7952,58.24,4.6,mb,,153,0.444,1.3,us,us7000g84j,2022-03-05T23:10:59.040Z,"82 km NNE of Opotiki, New Zealand",earthquake,7.7,8.3,0.128,18,reviewed,us,us
2021-12-31T11:47:27.663Z,-17.5028,-178.9165,549.72,4.2,mb,,117,2.9,0.69,us,us7000g85t,2022-03-05T23:10:59.040Z,"197 km ENE of Levuka, Fiji",earthquake,13.2,8.8,0.09,35,reviewed,us,us
2021-12-31T16:56:14.310Z,-16.0433,-174.8131,284.29,4.9,mb,,38,3.616,1.11,us,us7000g870,2022-03-05T23:11:00.040Z,"109 km W of Hihifo, Tonga",earthquake,9.6,6.1,0.032,315,reviewed,us,us
2021-12-31T17:02:42.257Z,-31.9445,-179.8964,199.55,4.3,mb,,161,3.17,0.96,us,us7000gazc,2022-03-05T23:11:13.040Z,"Kermadec Islands region",earthquake,13,14.5,0.265,6,reviewed,us,us
2021-12-31T17:30:25.114Z,-20.9151,-176.6526,430.28,4.1,mb,,199,12.953,0.97,us,us7000gazp,2022-03-05T23:11:13.040Z,"151 km W of Haveluloto, Tonga",earthquake,17.6,14.4,0.105,29,reviewed,us,us
2021-12-31T20:29:42.723Z,-16.4344,178.0668,10,4.7,mb,,121,1.303,1.04,us,us7000gazi,2022-03-05T23:11:13.040Z,"128 km NNE of Ba, Fiji",earthquake,10.9,1.9,0.138,18,reviewed,us,us
2021-12-31T20:41:00.495Z,-23.426,-179.7064,552.11,4.3,mb,,89,6.028,0.77,us,us7000gazk,2022-03-05T23:11:13.040Z,"south of the Fiji Islands",earthquake,12.9,2.3,0.092,35,reviewed,us,us
2022-01-01T00:02:24.512Z,-17.0269,-174.2142,60.87,4.6,mb,,85,3.886,0.17,us,us7000gbcd,2022-03-12T22:19:16.040Z,"126 km SSW of Hihifo, Tonga",earthquake,12.6,6.4,0.273,4,reviewed,us,us
2022-01-01T12:50:37.203Z,-34.9913,-179.8089,35,4.3,mb,,242,2.983,0.59,us,us7000gbcq,2022-03-12T22:19:16.040Z,"south of the Kermadec Islands",earthquake,14.5,2,0.177,11,reviewed,us,us
2022-01-01T13:26:29.679Z,-14.9838,-173.7621,10,4.4,mb,,63,2.195,1.21,us,us7000gbd1,2022-03-12T22:19:17.040Z,"107 km N of Hihifo, Tonga",earthquake,8.6,1.3,0.139,15,reviewed,us,us
2022-01-01T23:16:08.032Z,-21.4894,-178.9819,588.85,4.4,mb,,160,4.656,0.66,us,us7000gbd5,2022-03-12T22:19:17.040Z,"Fiji region",earthquake,13,7.7,0.112,23,reviewed,us,us
2022-01-01T23:47:39.810Z,-21.3912,-173.8952,10,4.9,mb,,138,7.709,1.23,us,us7000g8e4,2022-03-12T22:19:00.040Z,"109 km E of ‘Ohonua, Tonga",earthquake,9.8,1.8,0.096,34,reviewed,us,us
2022-01-02T01:19:58.217Z,-19.9534,-175.7105,235.13,4.2,mb,,164,6.301,0.77,us,us7000gbdk,2022-03-12T22:19:17.040Z,"141 km NNW of Nuku‘alofa, Tonga",earthquake,14.9,8.9,0.187,8,reviewed,us,us
2022-01-02T02:08:14.362Z,-10.1689,161.0132,10,4.4,mb,,81,1.276,1.04,us,us7000gbdl,2022-03-12T22:19:17.040Z,"104 km WNW of Kirakira, Solomon Islands",earthquake,6.6,1.8,0.155,15,reviewed,us,us
2022-01-02T04:01:44.253Z,-17.888,-178.5773,560.21,4.3,mb,,130,3.213,0.79,us,us7000gbdm,2022-03-12T22:19:17.040Z,"223 km E of Levuka, Fiji",earthquake,16.4,9.5,0.217,6,reviewed,us,us
2022-01-02T06:49:21.799Z,-20.1607,-177.2762,504.63,4.1,mb,,143,5.031,0.21,us,us7000gbdp,2022-03-12T22:19:17.040Z,"241 km WNW of Haveluloto, Tonga",earthquake,9.9,10.8,0.119,19,reviewed,us,us
2022-01-02T08:35:52.549Z,-18.5133,-178.1771,587.7,4.1,mb,,195,3.665,0.87,us,us7000gbdu,2022-03-12T22:19:17.040Z,"269 km E of Levuka, Fiji",earthquake,13.1,17.4,0.157,12,reviewed,us,us
2022-01-02T14:17:31.574Z,-18.0714,-174.2252,84.59,4.6,mb,,130,4.759,0.55,us,us7000g8hj,2022-03-12T22:19:02.040Z,"68 km NNW of Neiafu, Tonga",earthquake,13,15.1,0.141,18,reviewed,us,us
2022-01-02T21:40:57.764Z,-20.8562,-174.1252,10,4.5,mb,,114,7.262,0.6,us,us7000gbeb,2022-03-12T22:19:18.040Z,"100 km ENE of ‘Ohonua, Tonga",earthquake,8.6,1.9,0.163,11,reviewed,us,us
2022-01-03T00:05:01.645Z,-14.8679,167.3603,104.47,4.3,mb,,208,0.595,0.88,us,us7000g8k5,2022-03-12T22:19:02.040Z,"36 km ENE of Port-Olry, Vanuatu",earthquake,13.8,6.9,0.116,21,reviewed,us,us
2022-01-03T02:09:44.647Z,-13.1864,166.8148,104,6,mww,,33,2.278,1.18,us,us7000g8kq,2022-03-12T22:19:02.040Z,"110 km NW of Sola, Vanuatu",earthquake,8.9,1.8,0.053,34,reviewed,us,us
2022-01-03T07:49:00.735Z,-11.7633,167.3132,264.09,4.1,mb,,120,3.663,0.69,us,us7000gbkw,2022-03-12T22:19:18.040Z,"201 km SE of Lata, Solomon Islands",earthquake,11.4,9,0.13,18,reviewed,us,us
2022-01-03T07:57:59.462Z,-19.9693,168.3208,10,4.3,mb,,158,2.729,0.43,us,us7000gbkz,2022-03-12T22:19:19.040Z,"111 km WSW of Isangel, Vanuatu",earthquake,12.1,1.8,0.238,6,reviewed,us,us
2022-01-03T12:07:53.890Z,-31.6363,-178.7908,56.09,4.5,mb,,111,2.483,0.67,us,us7000gbl3,2022-03-12T22:19:19.040Z,"Kermadec Islands region",earthquake,8.7,7.2,0.163,11,reviewed,us,us
2022-01-03T14:35:51.098Z,-15.014,166.8512,12.74,4.6,mb,,93,0.548,0.43,us,us7000gbl9,2022-03-12T22:19:19.040Z,"24 km W of Port-Olry, Vanuatu",earthquake,4.6,5.2,0.128,23,reviewed,us,us
2022-01-03T14:49:51.428Z,-18.7156,-177.8105,506.3,4.5,mb,,132,4.048,0.46,us,us7000g8pn,2022-03-12T22:19:04.040Z,"Fiji region",earthquake,12.1,7.3,0.059,85,reviewed,us,us
2022-01-03T18:36:57.700Z,-19.7656,-178.2522,567.13,4.3,mb,,214,4.037,0.51,us,us7000gbla,2022-03-12T22:19:19.040Z,"Fiji region",earthquake,14.5,14.2,0.147,13,reviewed,us,us
2022-01-04T00:16:57.876Z,-28.2136,-175.7968,10,4.1,mb,,303,2.137,0.18,us,us7000gbne,2022-03-12T22:19:19.040Z,"Kermadec Islands region",earthquake,14.8,2,0.262,4,reviewed,us,us
2022-01-04T02:35:00.106Z,-20.6525,-176.5624,261.47,4.9,mb,,123,5.852,0.64,us,us7000g8tq,2022-03-12T22:19:05.040Z,"150 km WNW of Haveluloto, Tonga",earthquake,10.9,2.9,0.061,86,reviewed,us,us
2022-01-04T03:40:50.010Z,-15.7734,-169.5999,10,4.7,mb,,109,2.809,0.72,us,us7000gbnk,2022-03-12T22:19:20.040Z,"170 km S of Ta`?, American Samoa",earthquake,5,1.9,0.152,17,reviewed,us,us
2022-01-04T04:57:35.876Z,-17.8058,-176.897,366.02,4.6,mb,,138,4.812,0.88,us,us7000gbnm,2022-03-12T22:19:20.040Z,"Fiji region",earthquake,15,8.1,0.157,12,reviewed,us,us
2022-01-04T13:34:33.087Z,-37.6273,177.4473,164.46,4.5,mb,,101,0.684,0.51,us,us7000gbnz,2022-03-12T22:19:20.040Z,"44 km NNE of Opotiki, New Zealand",earthquake,8.9,6.3,0.18,11,reviewed,us,us
2022-01-04T14:15:06.617Z,-16.0891,168.1964,185.3,4.3,mb,,145,1.149,0.62,us,us7000g8xm,2022-03-12T22:19:07.040Z,"83 km E of Lakatoro, Vanuatu",earthquake,9.8,5.4,0.137,17,reviewed,us,us
2022-01-04T14:39:33.076Z,-19.3905,-177.4219,556.55,4.3,mb,,123,4.593,0.52,us,us7000gbp1,2022-03-12T22:19:20.040Z,"Fiji region",earthquake,13.4,10,0.201,9,reviewed,us,us
2022-01-04T16:38:19.423Z,-15.3548,-176.6565,10,4.7,mb,,121,4.931,0.47,us,us7000gbp3,2022-06-23T18:10:24.064Z,"Fiji region",earthquake,9.8,1.9,0.275,7,reviewed,us,us
2022-01-04T18:31:55.600Z,-20.4804,169.7151,117.71,5.8,mww,,38,2.993,0.84,us,us7000g8zf,2022-03-12T22:19:07.040Z,"113 km SSE of Isangel, Vanuatu",earthquake,4.5,3.6,0.049,40,reviewed,us,us
2022-01-04T22:42:08.168Z,-18.1022,-174.3292,137.78,4.2,mb,,149,4.835,1.06,us,us7000gbpa,2022-03-12T22:19:21.040Z,"70 km NNW of Neiafu, Tonga",earthquake,13.3,10.9,0.2,7,reviewed,us,us
2022-01-05T00:47:46.450Z,-20.2727,168.8428,34.07,4.1,mb,,139,2.667,0.87,us,us7000gbzc,2022-03-12T22:19:21.040Z,"93 km SSW of Isangel, Vanuatu",earthquake,6.5,6.5,0.145,13,reviewed,us,us
2022-01-05T00:48:03.957Z,-20.8709,-178.5586,553.77,4.2,mb,,137,4.461,0.73,us,us7000gbzh,2022-03-12T22:19:21.040Z,"Fiji region",earthquake,15.3,7.9,0.132,16,reviewed,us,us
2022-01-05T01:08:02.011Z,-17.88,168.3867,57.97,5,mww,,82,2.672,0.76,us,us7000g93v,2022-03-12T22:19:08.040Z,"17 km SSE of Port-Vila, Vanuatu",earthquake,8.4,5.1,0.089,12,reviewed,us,us
2022-01-05T03:05:33.440Z,-20.4722,-177.332,552.51,4.3,mb,,154,5.138,0.79,us,us7000gbzf,2022-03-12T22:19:21.040Z,"233 km WNW of Haveluloto, Tonga",earthquake,14.4,8.6,0.122,19,reviewed,us,us
2022-01-05T03:57:36.545Z,-30.2562,-179.2608,337.19,4.4,mb,,123,1.529,0.6,us,us7000gbzg,2022-03-12T22:19:21.040Z,"Kermadec Islands region",earthquake,5.3,6.7,0.161,11,reviewed,us,us
2022-01-05T07:16:16.027Z,-18.0816,-178.3637,582.72,4.4,mb,,153,3.428,0.43,us,us7000gbzj,2022-03-12T22:19:21.040Z,"245 km E of Levuka, Fiji",earthquake,13.1,10.2,0.134,16,reviewed,us,us
2022-01-05T11:20:53.038Z,-21.1938,-174.0716,10,4.1,mb,,106,7.566,0.59,us,us7000gbzt,2022-03-12T22:19:21.040Z,"92 km E of ‘Ohonua, Tonga",earthquake,14.1,1.9,0.198,7,reviewed,us,us
2022-01-05T11:46:20.751Z,-20.1713,168.814,10,5.2,mww,,55,2.743,0.76,us,us7000g97b,2022-03-12T22:19:09.040Z,"85 km SW of Isangel, Vanuatu",earthquake,3.9,1.8,0.098,10,reviewed,us,us
2022-01-05T16:43:09.361Z,-18.9797,169.6122,267.22,5,mww,,40,4.143,0.79,us,us7000g9aj,2022-03-12T22:19:09.040Z,"Vanuatu",earthquake,6.6,4.1,0.098,10,reviewed,us,us
2022-01-05T18:06:11.233Z,-30.4517,-177.4975,10,4.9,mb,,192,1.241,0.86,us,us7000gc03,2022-03-12T22:19:22.040Z,"Kermadec Islands, New Zealand",earthquake,11.5,1.5,0.155,13,reviewed,us,us
2022-01-05T19:42:35.932Z,-11.5589,166.4968,127.95,4.8,mww,,42,3.925,0.59,us,us7000g9bj,2022-03-12T22:19:10.040Z,"119 km SE of Lata, Solomon Islands",earthquake,9.1,4.9,0.098,10,reviewed,us,us
2022-01-05T19:58:16.386Z,-18.6159,-177.6373,626.81,4.3,mb,,129,4.187,0.18,us,us7000gc08,2022-03-12T22:19:22.040Z,"Fiji region",earthquake,13.5,12.7,0.16,11,reviewed,us,us
2022-01-05T21:31:47.751Z,-32.3207,-174.9087,10,5,mb,,85,4.001,0.61,us,us7000g9cf,2022-03-12T22:19:10.040Z,"south of the Kermadec Islands",earthquake,11.9,1.8,0.09,39,reviewed,us,us
2022-01-06T02:00:46.931Z,-20.3209,168.7935,10,4.6,mb,,85,2.603,0.79,us,us7000gc17,2022-03-12T22:19:22.040Z,"100 km SSW of Isangel, Vanuatu",earthquake,8,1.9,0.206,7,reviewed,us,us
2022-01-06T02:48:36.008Z,-20.3159,168.8933,10,4.7,mb,,111,2.653,0.5,us,us7000gc18,2022-03-12T22:19:22.040Z,"94 km SSW of Isangel, Vanuatu",earthquake,5.5,1.9,0.142,15,reviewed,us,us
2022-01-06T13:12:13.466Z,-24.5624,-176.9687,118.46,4.7,mb,,61,4.757,0.88,us,us7000g9jp,2022-03-12T22:19:12.040Z,"south of the Fiji Islands",earthquake,10.8,6.3,0.088,42,reviewed,us,us
2022-01-06T15:12:53.617Z,-24.7855,-179.9886,484.7,4.2,mb,,100,4.825,0.95,us,us7000gc1u,2022-03-12T22:19:23.040Z,"south of the Fiji Islands",earthquake,13.2,9.8,0.159,14,reviewed,us,us
2022-01-06T17:56:35.075Z,-11.0696,166.4877,139.59,4.4,mb,,72,4.406,0.58,us,us7000gc1r,2022-03-12T22:19:23.040Z,"84 km ESE of Lata, Solomon Islands",earthquake,10.3,2.7,0.092,34,reviewed,us,us
2022-01-06T23:15:49.128Z,-19.2219,-177.3751,574.41,4.5,mb,,123,4.58,0.57,us,us7000gc1z,2022-03-12T22:19:23.040Z,"Fiji region",earthquake,9.9,9,0.127,18,reviewed,us,us
2022-01-06T23:30:02.393Z,-16.1379,-172.9804,10,4.7,mb,,124,8.729,0.63,us,us7000g9s2,2022-03-12T22:19:13.040Z,"89 km ESE of Hihifo, Tonga",earthquake,11,1.9,0.06,83,reviewed,us,us
2022-01-07T05:08:32.751Z,-30.2707,-177.5837,6.12,5.1,mb,,81,1.047,0.5,us,us7000g9tt,2022-06-23T19:06:01.566Z,"Kermadec Islands, New Zealand",earthquake,9.9,4.8,0.073,63,reviewed,us,us
2022-01-07T06:45:17.130Z,-30.1881,-177.4894,10,4.9,mb,,85,0.996,0.5,us,us7000g9u9,2022-03-12T22:19:14.040Z,"Kermadec Islands, New Zealand",earthquake,10.4,1.9,0.089,40,reviewed,us,us
2022-01-07T13:32:31.954Z,-17.0049,-174.0947,123.85,4.3,mb,,139,3.8,0.74,us,us7000gcn8,2022-03-12T22:19:23.040Z,"120 km SSW of Hihifo, Tonga",earthquake,7.3,8.7,0.188,9,reviewed,us,us
2022-01-07T22:57:33.378Z,-20.4869,169.8026,128.7,4.3,mb,,189,3.047,0.55,us,us7000ga27,2022-03-12T22:19:16.040Z,"117 km SSE of Isangel, Vanuatu",earthquake,9.1,9.1,0.169,10,reviewed,us,us
2022-01-08T04:06:02.893Z,-21.7701,-179.3757,590.89,4.2,mb,,112,4.679,0.91,us,us7000gcwa,2022-03-19T22:07:27.040Z,"Fiji region",earthquake,8.8,9.7,0.152,15,reviewed,us,us
2022-01-08T08:34:55.272Z,-30.3315,-177.554,34.58,5.1,mb,,93,1.112,0.48,us,us7000ga5h,2022-03-19T22:07:27.040Z,"Kermadec Islands, New Zealand",earthquake,11.2,5.7,0.09,40,reviewed,us,us
2022-01-08T09:30:18.041Z,-30.4471,-177.6001,10,4.1,mb,,186,1.213,0.7,us,us7000gcwe,2022-03-19T22:07:27.040Z,"Kermadec Islands, New Zealand",earthquake,6.5,2,0.14,16,reviewed,us,us
2022-01-08T16:15:49.772Z,-25.1547,-177.1611,92.63,4.4,mb,,80,4.146,1.06,us,us7000gcwt,2022-03-19T22:07:29.040Z,"south of the Fiji Islands",earthquake,9,6,0.108,27,reviewed,us,us
2022-01-08T22:44:42.458Z,-31.5098,-178.6487,70.04,4.4,mb,,164,2.327,0.67,us,us7000gcwx,2022-03-19T22:07:29.040Z,"Kermadec Islands region",earthquake,13.4,5.9,0.203,7,reviewed,us,us
2022-01-09T03:57:37.133Z,-24.3236,-179.9614,506.75,4.4,mb,,41,5.245,1.1,us,us7000gaaj,2022-03-19T22:07:30.040Z,"south of the Fiji Islands",earthquake,10.3,5.5,0.056,93,reviewed,us,us
2022-01-09T07:06:18.539Z,-19.9202,-178.0651,572.99,4.2,mb,,51,13.771,0.46,us,us7000gcy5,2022-03-19T22:07:31.040Z,"Fiji region",earthquake,14.3,10,0.094,35,reviewed,us,us
2022-01-09T08:05:19.318Z,-16.4919,-174.259,124.41,4.2,mb,,219,19.036,0.49,us,us7000gcy9,2022-03-19T22:07:31.040Z,"77 km SW of Hihifo, Tonga",earthquake,16,11.5,0.132,19,reviewed,us,us
2022-01-09T08:16:13.978Z,-22.8482,-179.5244,453.59,4,mb,,210,20.89,0.44,us,us7000gcyb,2022-03-19T22:07:31.040Z,"south of the Fiji Islands",earthquake,15,15,0.156,15,reviewed,us,us
2022-01-09T14:12:48.835Z,-23.916,-179.7053,487.97,4.5,mb,,118,5.558,0.62,us,us7000gcyk,2022-03-19T22:07:31.040Z,"south of the Fiji Islands",earthquake,12.2,7.2,0.084,44,reviewed,us,us
2022-01-09T15:03:36.705Z,-23.357,179.7662,548.31,4.6,mb,,90,5.809,1.01,us,us7000gadm,2022-03-19T22:07:32.040Z,"south of the Fiji Islands",earthquake,11.9,8.3,0.098,34,reviewed,us,us
2022-01-09T15:19:46.610Z,-16.7624,-174.0587,112.44,4.4,mb,,134,20.568,0.37,us,us7000gcym,2022-03-19T22:07:32.040Z,"93 km SSW of Hihifo, Tonga",earthquake,17.6,7.5,0.131,20,reviewed,us,us
2022-01-09T18:16:51.889Z,-23.5624,-176.3649,35,4.7,mb,,48,5.845,0.89,us,us7000gcyu,2022-03-19T22:07:32.040Z,"286 km SSW of ‘Ohonua, Tonga",earthquake,5.7,1.9,0.11,25,reviewed,us,us
2022-01-09T20:25:43.998Z,-33.5041,-179.2732,35,4.8,mb,,79,4.384,1.08,us,us7000gcyp,2022-03-19T22:07:32.040Z,"south of the Kermadec Islands",earthquake,9.8,1.9,0.09,41,reviewed,us,us
2022-01-09T21:35:31.424Z,-32.8951,-179.0365,35,5,mb,,109,3.746,0.89,us,us7000gaes,2022-03-19T22:07:33.040Z,"south of the Kermadec Islands",earthquake,9.7,1.8,0.079,51,reviewed,us,us
2022-01-09T23:43:00.474Z,-33.8014,179.5333,10,4.7,mb,,98,3.883,0.63,us,us7000gcyv,2022-03-19T22:07:33.040Z,"south of the Kermadec Islands",earthquake,6.8,1.9,0.153,13,reviewed,us,us
2022-01-10T00:06:30.834Z,-33.7823,179.574,7,6.2,mww,,55,4.892,1.21,us,us7000gag3,2022-08-06T14:41:57.275Z,"south of the Kermadec Islands",earthquake,8.1,1.7,0.042,54,reviewed,us,us
2022-01-10T00:08:36.566Z,-33.7522,179.8989,10,5.3,mb,,90,4.016,0.87,us,us7000gd6b,2022-03-19T22:07:33.040Z,"south of the Kermadec Islands",earthquake,6.7,1.8,0.194,9,reviewed,us,us
2022-01-10T00:13:58.732Z,-33.8185,179.7827,10,4.9,mb,,91,4.931,0.66,us,us7000gd64,2022-06-23T19:23:10.523Z,"south of the Kermadec Islands",earthquake,13.4,1.7,0.11,26,reviewed,us,us
2022-01-10T00:32:05.442Z,-33.8116,179.7888,10,4.9,mb,,120,3.932,1.02,us,us7000gd65,2022-03-19T22:07:33.040Z,"south of the Kermadec Islands",earthquake,6.8,1.9,0.156,13,reviewed,us,us
2022-01-10T00:35:33.807Z,-33.7504,179.5715,10,5.2,mb,,83,3.94,0.8,us,us7000gagc,2022-03-19T22:07:33.040Z,"south of the Kermadec Islands",earthquake,10.4,1.8,0.1,33,reviewed,us,us
2022-01-10T01:26:04.479Z,-33.8834,179.7103,10,5.2,mww,,57,3.844,1.09,us,us7000gagh,2022-03-19T22:07:34.040Z,"south of the Kermadec Islands",earthquake,7.9,1.4,0.098,10,reviewed,us,us
2022-01-10T02:26:10.523Z,-19.8711,-178.0448,569.75,4.5,mb,,72,5.533,1.16,us,us7000gagk,2022-03-19T22:07:34.040Z,"Fiji region",earthquake,12.4,6.3,0.041,171,reviewed,us,us
2022-01-10T02:35:42.185Z,-33.8095,179.6489,10,4.6,mb,,108,3.9,1.08,us,us7000gd68,2022-03-19T22:07:34.040Z,"south of the Kermadec Islands",earthquake,7.2,1.9,0.182,9,reviewed,us,us
2022-01-10T06:26:42.387Z,-33.77,179.5102,10,5.3,mww,,67,3.908,0.62,us,us7000gahf,2022-03-19T22:07:34.040Z,"south of the Kermadec Islands",earthquake,9.9,1.9,0.08,15,reviewed,us,us
2022-01-10T07:15:10.367Z,-33.6613,179.7528,10,4.7,mb,,71,4.066,0.62,us,us7000gd6f,2022-06-23T19:24:24.747Z,"south of the Kermadec Islands",earthquake,12.3,1.9,0.138,16,reviewed,us,us
2022-01-10T07:15:46.199Z,-33.7489,179.5482,10,4.8,mb,,79,3.937,0.54,us,us7000gd7p,2022-03-19T22:07:35.040Z,"south of the Kermadec Islands",earthquake,10.5,1.9,0.105,28,reviewed,us,us
2022-01-10T08:07:10.544Z,-17.7579,-175.132,235.64,4.4,mb,,74,5.003,0.55,us,us7000gd6k,2022-03-19T22:07:35.040Z,"156 km NW of Neiafu, Tonga",earthquake,6.8,8.2,0.112,23,reviewed,us,us
2022-01-10T08:42:46.318Z,-12.63,166.8328,126.3,4.4,mb,,145,2.823,0.45,us,us7000gd6n,2022-03-19T22:07:35.040Z,"158 km NNW of Sola, Vanuatu",earthquake,12.7,8.7,0.139,15,reviewed,us,us
2022-01-10T10:59:33.033Z,-24.7587,-176.1172,25.42,5.3,mww,,113,8.844,1.27,us,us7000gaiu,2022-03-19T22:07:35.040Z,"south of the Fiji Islands",earthquake,10.9,3.7,0.068,21,reviewed,us,us
2022-01-10T11:16:28.963Z,-18.0849,-178.2169,604.99,4.6,mb,,46,3.567,0.59,us,us7000gaiz,2022-03-19T22:07:35.040Z,"261 km E of Levuka, Fiji",earthquake,11.4,8.5,0.033,276,reviewed,us,us
2022-01-10T13:10:17.654Z,-33.9223,179.2159,10,4.6,mb,,119,3.706,0.58,us,us7000gd6u,2022-03-19T22:07:35.040Z,"south of the Kermadec Islands",earthquake,12.8,1.9,0.273,7,reviewed,us,us
2022-01-10T14:32:42.962Z,-14.8128,168.0575,10,4.6,mb,,119,1.038,0.9,us,us7000gd6y,2022-03-19T22:07:36.040Z,"108 km ENE of Port-Olry, Vanuatu",earthquake,4.2,1.9,0.165,11,reviewed,us,us
2022-01-10T14:44:59.111Z,-33.8497,179.78,10,4.8,mb,,90,3.893,0.51,us,us7000gaju,2022-03-19T22:07:36.040Z,"south of the Kermadec Islands",earthquake,5.8,1.8,0.131,20,reviewed,us,us
2022-01-10T15:07:58.875Z,-33.9788,179.5776,10,4.6,mb,,183,3.722,1.14,us,us7000gd73,2022-06-23T19:26:52.547Z,"south of the Kermadec Islands",earthquake,14.1,2,0.222,9,reviewed,us,us
2022-01-10T16:41:02.582Z,-33.5603,179.6777,10,4.7,mb,,136,4.146,0.47,us,us7000gd77,2022-03-19T22:07:36.040Z,"south of the Kermadec Islands",earthquake,8.7,1.9,0.224,8,reviewed,us,us
2022-01-10T19:54:14.235Z,-22.693,-174.9208,10,5,mb,,66,8.23,1.15,us,us7000gank,2022-03-19T22:07:37.040Z,"150 km S of ‘Ohonua, Tonga",earthquake,10.7,1.8,0.078,53,reviewed,us,us
2022-01-10T20:03:03.926Z,-25.0442,179.8704,498.93,5.7,mww,,26,4.639,0.87,us,us7000gani,2022-03-19T22:07:37.040Z,"south of the Fiji Islands",earthquake,8.5,3.5,0.063,24,reviewed,us,us
2022-01-10T21:05:20.450Z,-17.4585,-178.6322,539.96,4.9,mb,,72,3.171,0.95,us,us7000gany,2022-03-19T22:07:37.040Z,"Fiji region",earthquake,9.3,5.8,0.058,94,reviewed,us,us
2022-01-11T01:24:56.216Z,-33.1705,-178.5694,10,4.5,mb,,131,5.07,0.88,us,us7000gd8p,2022-03-19T22:07:39.040Z,"south of the Kermadec Islands",earthquake,11.9,1.9,0.22,9,reviewed,us,us
2022-01-11T04:06:06.635Z,-18.345,-173.7307,35,4.6,mb,,138,4.792,1.09,us,us7000gd8l,2022-03-19T22:07:39.040Z,"43 km NE of Neiafu, Tonga",earthquake,6.2,2,0.137,16,reviewed,us,us
2022-01-11T08:55:02.651Z,-20.5694,-173.903,10,5,mb,,40,6.926,1.38,us,us7000gauu,2022-03-19T22:07:41.040Z,"95 km SSE of Pangai, Tonga",earthquake,8.7,1.8,0.049,213,reviewed,us,us
2022-01-11T13:01:36.627Z,-20.7635,-178.0096,556.3,4.4,mb,,161,4.78,0.32,us,us7000gd8y,2022-03-19T22:07:43.040Z,"293 km W of Haveluloto, Tonga",earthquake,18.3,10.2,0.135,18,reviewed,us,us
2022-01-11T13:29:47.384Z,-15.6891,-173.102,35,5,mb,,65,2.182,0.59,us,us7000gay1,2022-03-19T22:07:44.040Z,"79 km ENE of Hihifo, Tonga",earthquake,7.5,1.9,0.061,94,reviewed,us,us
2022-01-12T03:04:27.246Z,-32.8546,-179.1915,52.51,5.1,mb,,47,3.743,0.92,us,us7000gb7e,2022-03-19T22:07:50.040Z,"south of the Kermadec Islands",earthquake,9.2,4.1,0.085,48,reviewed,us,us
2022-01-12T03:34:09.926Z,-21.5657,-179.148,619.41,4.3,mb,,208,4.626,0.8,us,us7000gdkp,2022-03-19T22:07:50.040Z,"Fiji region",earthquake,12.8,14.2,0.125,18,reviewed,us,us
2022-01-12T10:49:35.347Z,-39.3264,174.519,193.29,5.7,mww,,34,0.853,0.76,us,us7000gba7,2022-03-19T22:07:52.040Z,"22 km ENE of Eltham, New Zealand",earthquake,6.1,4.3,0.065,23,reviewed,us,us
2022-01-12T15:22:37.619Z,-23.9522,179.9102,537.89,4.2,mb,,111,5.633,0.75,us,us7000gdl9,2022-06-23T19:30:39.502Z,"south of the Fiji Islands",earthquake,8,13.7,0.141,14,reviewed,us,us
2022-01-12T16:59:48.199Z,-28.225,-177.5907,36.74,4.7,mb,,72,1.073,1.13,us,us7000gdla,2022-03-19T22:07:53.040Z,"Kermadec Islands region",earthquake,5.6,6.4,0.16,12,reviewed,us,us
2022-01-12T19:43:49.074Z,-24.3882,-179.9985,514.03,4.5,mb,,101,5.197,0.82,us,us7000gbf9,2022-03-19T22:07:54.040Z,"south of the Fiji Islands",earthquake,11.2,4.3,0.059,85,reviewed,us,us
2022-01-12T23:52:01.531Z,-26.7225,-176.3319,28.71,4.9,mb,,124,2.893,0.9,us,us7000gdlm,2022-03-19T22:07:55.040Z,"south of the Fiji Islands",earthquake,10.5,5,0.108,27,reviewed,us,us
2022-01-13T01:46:03.461Z,-18.453,-177.3943,10,4.8,mb,,158,14.79,0.63,us,us7000gdvr,2022-03-19T22:07:55.040Z,"Fiji region",earthquake,15.7,1.9,0.16,12,reviewed,us,us
2022-01-13T01:59:17.331Z,-30.1395,-177.6058,35,4.4,mb,,143,0.916,0.86,us,us7000gdvi,2022-03-19T22:07:55.040Z,"Kermadec Islands, New Zealand",earthquake,8.9,2,0.202,7,reviewed,us,us
2022-01-13T02:42:16.982Z,-11.4213,166.644,10,4.4,mb,,84,4.038,0.63,us,us7000gdvk,2022-03-19T22:07:55.040Z,"120 km SE of Lata, Solomon Islands",earthquake,13.8,1.9,0.22,6,reviewed,us,us
