datetime,TEMP,TEMP long_name,TEMP Unit,DOX1,DOX1 long_name,DOX1 Unit,PSAL,PSAL long_name,PSAL Unit,PHOS,PHOS long_name,PHOS Unit,PHOW,PHOW long_name,PHOW Unit,NTRA,NTRA long_name,NTRA Unit,DOXY,DOXY long_name,DOXY Unit,SLCA,SLCA long_name,SLCA Unit,CPHL,CPHL long_name,CPHL Unit,DOX2,DOX2 long_name,DOX2 Unit,SLCW,SLCW long_name,SLCW Unit,CHLT,CHLT long_name,CHLT Unit,FLU2,FLU2 long_name,FLU2 Unit,NTAW,NTAW long_name,NTAW Unit,NTRI,NTRI long_name,NTRI Unit,NTIW,NTIW long_name,NTIW Unit,NTRZ,NTRZ long_name,NTRZ Unit,AMON,AMON long_name,AMON Unit,NODW,NODW long_name,NODW Unit,PHPH,PHPH long_name,PHPH Unit,WSPD,WSPD long_name,WSPD Unit,WDIR,WDIR long_name,WDIR Unit,DRYT,DRYT long_name,DRYT Unit,PRRT,PRRT long_name,PRRT Unit,PRRD,PRRD long_name,PRRD Unit,platform_code,PRES,DEPTH,LONGITUDE,LATITUDE,dataset_id
2021-11-24 22:47:00,15.246,Sea temperature,degrees_C,,,,35.277,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,357.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,15.205,Sea temperature,degrees_C,,,,35.272,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,359.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,15.154,Sea temperature,degrees_C,,,,35.265,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,361.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,15.111,Sea temperature,degrees_C,,,,35.2594,Practical salinity,0.001,,,,,,,,,,,,,,,,-0.0365,Chlorophyll-a,mg m-3,181.356,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,362.4,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,15.093,Sea temperature,degrees_C,,,,35.257,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,363.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,15.024,Sea temperature,degrees_C,,,,35.248,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,365.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,15.001,Sea temperature,degrees_C,,,,35.242,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,367.1,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,14.83,Sea temperature,degrees_C,,,,35.227,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,369.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,14.735,Sea temperature,degrees_C,,,,35.209,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,371.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,14.639,Sea temperature,degrees_C,,,,35.2,Practical salinity,0.001,,,,,,,,,,,,,,,,-0.0219,Chlorophyll-a,mg m-3,181.647,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,373.1,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,14.499,Sea temperature,degrees_C,,,,35.187,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,375.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,14.406,Sea temperature,degrees_C,,,,35.17,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,376.9,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,14.39,Sea temperature,degrees_C,,,,35.168,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,379.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,14.335,Sea temperature,degrees_C,,,,35.165,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,381.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,14.295,Sea temperature,degrees_C,,,,35.156,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,383.1,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,14.287,Sea temperature,degrees_C,,,,35.1538,Practical salinity,0.001,,,,,,,,,,,,,,,,-0.0292,Chlorophyll-a,mg m-3,182.594,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,384.1,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,14.281,Sea temperature,degrees_C,,,,35.152,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,384.9,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,14.244,Sea temperature,degrees_C,,,,35.15,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,387.1,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,14.203,Sea temperature,degrees_C,,,,35.145,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,389.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,14.171,Sea temperature,degrees_C,,,,35.141,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,391.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,14.11,Sea temperature,degrees_C,,,,35.136,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,393.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,14.041,Sea temperature,degrees_C,,,,35.126,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,394.9,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,14.024,Sea temperature,degrees_C,,,,35.1243,Practical salinity,0.001,,,,,,,,,,,,,,,,-0.0219,Chlorophyll-a,mg m-3,182.901,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,395.5,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,13.982,Sea temperature,degrees_C,,,,35.12,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,397.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,13.924,Sea temperature,degrees_C,,,,35.112,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,399.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,13.872,Sea temperature,degrees_C,,,,35.105,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,401.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,13.83,Sea temperature,degrees_C,,,,35.1,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,403.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,13.793,Sea temperature,degrees_C,,,,35.096,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,405.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,13.761,Sea temperature,degrees_C,,,,35.092,Practical salinity,0.001,,,,,,,,,,,,,,,,-0.0292,Chlorophyll-a,mg m-3,183.007,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,406.9,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,13.722,Sea temperature,degrees_C,,,,35.087,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,408.9,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,13.666,Sea temperature,degrees_C,,,,35.081,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,411.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,13.63,Sea temperature,degrees_C,,,,35.077,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,413.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,13.602,Sea temperature,degrees_C,,,,35.072,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,415.1,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,13.6,Sea temperature,degrees_C,,,,35.071,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,417.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,13.591,Sea temperature,degrees_C,,,,35.0704,Practical salinity,0.001,,,,,,,,,,,,,,,,-0.0292,Chlorophyll-a,mg m-3,183.017,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,417.6,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,13.57,Sea temperature,degrees_C,,,,35.069,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,419.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,13.537,Sea temperature,degrees_C,,,,35.065,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,420.9,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,13.515,Sea temperature,degrees_C,,,,35.063,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,422.9,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,13.495,Sea temperature,degrees_C,,,,35.06,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,424.9,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,13.448,Sea temperature,degrees_C,,,,35.054,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,426.9,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,13.393,Sea temperature,degrees_C,,,,35.049,Practical salinity,0.001,,,,,,,,,,,,,,,,-0.0219,Chlorophyll-a,mg m-3,182.876,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,428.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,13.339,Sea temperature,degrees_C,,,,35.044,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,429.1,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,13.286,Sea temperature,degrees_C,,,,35.035,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,431.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,13.264,Sea temperature,degrees_C,,,,35.032,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,433.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,13.205,Sea temperature,degrees_C,,,,35.025,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,435.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,13.152,Sea temperature,degrees_C,,,,35.02,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,437.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,13.117,Sea temperature,degrees_C,,,,35.0149,Practical salinity,0.001,,,,,,,,,,,,,,,,-0.0219,Chlorophyll-a,mg m-3,183.341,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,437.9,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,13.071,Sea temperature,degrees_C,,,,35.008,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,439.1,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,13.017,Sea temperature,degrees_C,,,,35.001,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,440.9,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,12.963,Sea temperature,degrees_C,,,,34.989,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,443.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,12.791,Sea temperature,degrees_C,,,,34.977,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,444.9,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,12.505,Sea temperature,degrees_C,,,,34.941,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,447.1,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,12.474,Sea temperature,degrees_C,,,,34.9379,Practical salinity,0.001,,,,,,,,,,,,,,,,-0.0292,Chlorophyll-a,mg m-3,184.818,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,447.7,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,12.397,Sea temperature,degrees_C,,,,34.93,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,449.2,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,12.313,Sea temperature,degrees_C,,,,34.918,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,451.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,12.295,Sea temperature,degrees_C,,,,34.914,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,452.9,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,12.277,Sea temperature,degrees_C,,,,34.911,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,455.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,12.231,Sea temperature,degrees_C,,,,34.904,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,457.1,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,12.164,Sea temperature,degrees_C,,,,34.8971,Practical salinity,0.001,,,,,,,,,,,,,,,,-0.0219,Chlorophyll-a,mg m-3,185.745,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,458.3,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,12.125,Sea temperature,degrees_C,,,,34.893,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,459.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,11.98,Sea temperature,degrees_C,,,,34.876,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,461.1,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,11.93,Sea temperature,degrees_C,,,,34.868,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,463.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,11.833,Sea temperature,degrees_C,,,,34.853,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,465.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,11.614,Sea temperature,degrees_C,,,,34.837,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,467.1,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,11.389,Sea temperature,degrees_C,,,,34.811,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,468.9,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,11.366,Sea temperature,degrees_C,,,,34.8082,Practical salinity,0.001,,,,,,,,,,,,,,,,-0.0219,Chlorophyll-a,mg m-3,188.433,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,469.1,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,11.159,Sea temperature,degrees_C,,,,34.783,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,470.9,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,11.027,Sea temperature,degrees_C,,,,34.774,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,472.8,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,10.922,Sea temperature,degrees_C,,,,34.757,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,474.9,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,10.841,Sea temperature,degrees_C,,,,34.748,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,476.9,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,10.777,Sea temperature,degrees_C,,,,34.742,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,479.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,10.74,Sea temperature,degrees_C,,,,34.7379,Practical salinity,0.001,,,,,,,,,,,,,,,,-0.0073,Chlorophyll-a,mg m-3,190.954,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,479.9,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,10.695,Sea temperature,degrees_C,,,,34.733,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,481.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,10.658,Sea temperature,degrees_C,,,,34.726,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,482.9,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,10.572,Sea temperature,degrees_C,,,,34.718,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,485.0,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,10.334,Sea temperature,degrees_C,,,,34.696,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,487.1,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,10.315,Sea temperature,degrees_C,,,,34.6932,Practical salinity,0.001,,,,,,,,,,,,,,,,-0.0292,Chlorophyll-a,mg m-3,191.903,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,487.8,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,10.279,Sea temperature,degrees_C,,,,34.688,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,489.1,,-179.2634,-22.2277,16735
2021-11-24 22:47:00,10.198,Sea temperature,degrees_C,,,,34.681,Practical salinity,0.001,,,,,,,,,,,,,,,,,Chlorophyll-a,mg m-3,,Dissolved oxygen,µmol kg-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6903025,491.1,,-179.2634,-22.2277,16735
